case_id,customer_id,order_id,category,priority,created_date,resolved_date,resolution_hours,sla_hours,met_sla,status,csat_score
CASE-033100,CUST-034158,ORD-0281195,Return Request,Low,2024-02-14,2024-02-15,36.3,72,True,Resolved,3.0
CASE-033105,CUST-000820,ORD-0281298,Return Request,Low,2024-02-14,2024-02-15,37.2,72,True,Resolved,4.0
CASE-033106,CUST-002135,ORD-0281312,Return Request,High,2024-02-14,2024-02-15,32.9,24,False,Resolved,3.0
CASE-033107,CUST-001082,ORD-0281314,Return Request,Medium,2024-02-14,2024-02-15,35.9,48,True,Resolved,4.0
CASE-033113,CUST-034338,ORD-0281391,Return Request,Low,2024-02-14,2024-02-17,84.6,72,False,Resolved,2.0
CASE-033116,CUST-014337,ORD-0281467,Return Request,Low,2024-02-14,2024-02-16,48.7,72,True,Resolved,5.0
CASE-033122,CUST-022106,ORD-0281632,Return Request,High,2024-02-14,2024-02-15,31.5,24,False,Resolved,3.0
CASE-033124,CUST-025394,ORD-0281662,Return Request,Low,2024-02-14,2024-02-17,84.0,72,False,Resolved,3.0
CASE-033126,CUST-005071,ORD-0281762,Return Request,Medium,2024-02-14,2024-02-15,43.1,48,True,Resolved,5.0
CASE-033127,CUST-024449,ORD-0281790,Return Request,Low,2024-02-14,2024-02-14,14.1,72,True,Resolved,5.0
CASE-033135,CUST-001859,ORD-0282029,Return Request,Low,2024-02-14,2024-02-15,35.3,72,True,Resolved,5.0
CASE-033141,CUST-011843,ORD-0282158,Return Request,High,2024-02-14,,,24,False,Open,
CASE-033142,CUST-033226,ORD-0282198,Return Request,Low,2024-02-14,2024-02-18,118.7,72,False,Resolved,4.0
CASE-033143,CUST-024131,ORD-0282237,Return Request,Urgent,2024-02-14,2024-02-14,11.1,8,False,Resolved,4.0
CASE-033144,CUST-026832,ORD-0282268,Return Request,Low,2024-02-14,2024-02-18,102.5,72,False,Resolved,4.0
CASE-033145,CUST-018794,ORD-0282284,Return Request,High,2024-02-14,2024-02-15,44.1,24,False,Resolved,3.0
CASE-033148,CUST-004489,ORD-0282304,Return Request,Urgent,2024-02-14,2024-02-14,10.3,8,False,Resolved,2.0
CASE-033151,CUST-014524,ORD-0282389,Return Request,Low,2024-02-14,2024-02-21,175.5,72,False,Resolved,2.0
CASE-033155,CUST-025396,ORD-0282449,Return Request,Medium,2024-02-14,2024-02-16,51.2,48,False,Resolved,3.0
CASE-033156,CUST-003375,ORD-0282477,Return Request,Medium,2024-02-14,2024-02-14,21.5,48,True,Resolved,5.0
CASE-033161,CUST-027476,ORD-0282531,Return Request,Medium,2024-02-14,2024-02-16,70.3,48,False,Resolved,2.0
CASE-049821,CUST-032546,ORD-0276225,Product Defect,Low,2024-02-14,2024-02-16,61.2,72,True,Resolved,4.0
CASE-049822,CUST-008926,ORD-0276270,Product Defect,Medium,2024-02-14,2024-02-15,26.4,48,True,Resolved,4.0
CASE-049824,CUST-003118,ORD-0276456,Product Defect,Low,2024-02-14,2024-02-15,36.7,72,True,Resolved,5.0
CASE-049834,CUST-008424,ORD-0277133,Product Defect,High,2024-02-14,2024-02-15,30.5,24,False,Resolved,2.0
CASE-049840,CUST-003867,ORD-0277473,Product Defect,Medium,2024-02-14,2024-02-14,1.5,48,True,Resolved,3.0
CASE-049855,CUST-033955,ORD-0278690,Product Defect,Urgent,2024-02-14,2024-02-14,16.2,8,False,Resolved,3.0
CASE-049857,CUST-022896,ORD-0278829,Product Defect,Medium,2024-02-14,2024-02-14,22.0,48,True,Resolved,5.0
CASE-049862,CUST-027299,ORD-0279608,Product Defect,Urgent,2024-02-14,2024-02-14,7.1,8,True,Resolved,4.0
CASE-049866,CUST-031687,ORD-0279763,Product Defect,Medium,2024-02-14,2024-02-14,6.1,48,True,Resolved,3.0
CASE-049869,CUST-019910,ORD-0280003,Product Defect,Medium,2024-02-14,2024-02-14,19.1,48,True,Resolved,5.0
CASE-049875,CUST-023289,ORD-0280716,Product Defect,Low,2024-02-14,2024-02-16,49.4,72,True,Resolved,4.0
CASE-049878,CUST-006808,ORD-0280824,Product Defect,Urgent,2024-02-14,2024-02-14,2.5,8,True,Resolved,4.0
CASE-055211,CUST-017737,ORD-0280130,Payment Issue,Medium,2024-02-14,2024-02-14,19.1,48,True,Resolved,4.0
CASE-055212,CUST-024315,ORD-0280550,Payment Issue,High,2024-02-14,2024-02-14,19.4,24,True,Resolved,2.0
CASE-055213,CUST-004544,ORD-0280798,Payment Issue,Low,2024-02-14,2024-02-16,71.0,72,True,Resolved,3.0
CASE-055215,CUST-022779,ORD-0281733,Payment Issue,High,2024-02-14,2024-02-14,20.3,24,True,Resolved,3.0
CASE-055217,CUST-003408,ORD-0281800,Payment Issue,Low,2024-02-14,2024-02-16,66.4,72,True,Resolved,5.0
CASE-058299,CUST-033962,,General Inquiry,Low,2024-02-14,2024-02-15,36.6,72,True,Resolved,5.0
CASE-059381,CUST-022467,,General Inquiry,Low,2024-02-14,2024-02-14,21.0,72,True,Resolved,4.0
CASE-060089,CUST-019060,,General Inquiry,Low,2024-02-14,2024-02-15,29.2,72,True,Resolved,4.0
CASE-060351,CUST-021036,,General Inquiry,Medium,2024-02-14,2024-02-15,26.5,48,True,Resolved,5.0
CASE-060500,CUST-030580,,General Inquiry,Medium,2024-02-14,2024-02-15,44.2,48,True,Resolved,5.0
CASE-061385,CUST-001549,,General Inquiry,Medium,2024-02-14,2024-02-20,149.2,48,False,Resolved,2.0
CASE-061969,CUST-013395,,General Inquiry,Urgent,2024-02-14,2024-02-14,6.1,8,True,Resolved,4.0
CASE-062549,CUST-005338,,General Inquiry,Low,2024-02-14,2024-02-14,17.7,72,True,Resolved,4.0
CASE-009799,CUST-000349,ORD-0280074,Delivery Issue,Medium,2024-02-15,2024-02-17,57.9,48,False,Resolved,3.0
CASE-009804,CUST-010900,ORD-0280187,Delivery Issue,Medium,2024-02-15,2024-02-16,43.6,48,True,Resolved,4.0
CASE-009805,CUST-008041,ORD-0280194,Delivery Issue,Medium,2024-02-15,2024-02-15,17.5,48,True,Resolved,4.0
CASE-009809,CUST-007169,ORD-0280217,Delivery Issue,Low,2024-02-15,2024-02-19,104.6,72,False,Resolved,3.0
CASE-009815,CUST-018060,ORD-0280516,Delivery Issue,Low,2024-02-15,2024-02-16,41.1,72,True,Resolved,5.0
CASE-009818,CUST-024315,ORD-0280550,Delivery Issue,Low,2024-02-15,2024-02-15,5.1,72,True,Resolved,5.0
CASE-009821,CUST-031224,ORD-0280615,Delivery Issue,Medium,2024-02-15,2024-02-17,52.7,48,False,Resolved,3.0
CASE-009822,CUST-008626,ORD-0280622,Delivery Issue,High,2024-02-15,2024-02-15,6.6,24,True,Resolved,5.0
CASE-009829,CUST-034047,ORD-0280730,Delivery Issue,Urgent,2024-02-15,2024-02-15,9.7,8,False,Resolved,4.0
CASE-009830,CUST-033801,ORD-0280805,Delivery Issue,High,2024-02-15,2024-02-16,33.1,24,False,Resolved,1.0
CASE-009834,CUST-006355,ORD-0280910,Delivery Issue,Urgent,2024-02-15,2024-02-15,3.2,8,True,Resolved,4.0
CASE-009835,CUST-034566,ORD-0280922,Delivery Issue,Low,2024-02-15,2024-02-16,42.3,72,True,Resolved,5.0
CASE-009839,CUST-016365,ORD-0280992,Delivery Issue,Medium,2024-02-15,2024-02-15,11.6,48,True,Resolved,5.0
CASE-009842,CUST-017664,ORD-0281071,Delivery Issue,Low,2024-02-15,2024-02-17,59.0,72,True,Resolved,4.0
CASE-009851,CUST-010072,ORD-0281351,Delivery Issue,Low,2024-02-15,2024-02-20,139.2,72,False,Resolved,4.0
CASE-009857,CUST-016527,ORD-0281505,Delivery Issue,Urgent,2024-02-15,2024-02-15,4.0,8,True,Resolved,4.0
CASE-009863,CUST-025572,ORD-0281685,Delivery Issue,Low,2024-02-15,2024-02-16,39.8,72,True,Resolved,4.0
CASE-009864,CUST-013413,ORD-0281715,Delivery Issue,High,2024-02-15,2024-02-16,27.8,24,False,Resolved,4.0
CASE-009866,CUST-012996,ORD-0281752,Delivery Issue,Low,2024-02-15,2024-02-16,32.7,72,True,Resolved,3.0
CASE-009871,CUST-022625,ORD-0281860,Delivery Issue,High,2024-02-15,2024-02-15,15.2,24,True,Resolved,4.0
CASE-009874,CUST-031428,ORD-0281925,Delivery Issue,Low,2024-02-15,2024-02-16,33.3,72,True,Resolved,2.0
CASE-009877,CUST-022787,ORD-0281951,Delivery Issue,Medium,2024-02-15,2024-02-15,16.9,48,True,Resolved,5.0
CASE-009879,CUST-006808,ORD-0282085,Delivery Issue,Urgent,2024-02-15,2024-02-15,1.5,8,True,Resolved,5.0
CASE-009880,CUST-020407,ORD-0282145,Delivery Issue,Medium,2024-02-15,2024-02-15,17.4,48,True,Resolved,3.0
CASE-009885,CUST-028298,ORD-0282236,Delivery Issue,Medium,2024-02-15,2024-02-17,55.7,48,False,Resolved,5.0
CASE-009890,CUST-023038,ORD-0282416,Delivery Issue,Medium,2024-02-15,2024-02-16,35.0,48,True,Resolved,5.0
CASE-009892,CUST-022512,ORD-0282516,Delivery Issue,Urgent,2024-02-15,2024-02-15,7.4,8,True,Resolved,4.0
CASE-033096,CUST-007631,ORD-0281165,Return Request,Low,2024-02-15,2024-02-18,72.7,72,False,Resolved,5.0
CASE-033097,CUST-018722,ORD-0281172,Return Request,Medium,2024-02-15,2024-02-15,10.0,48,True,Resolved,5.0
CASE-033101,CUST-024618,ORD-0281197,Return Request,High,2024-02-15,2024-02-15,12.2,24,True,Resolved,4.0
CASE-033103,CUST-007190,ORD-0281215,Return Request,Low,2024-02-15,2024-02-16,24.2,72,True,Resolved,3.0
CASE-033104,CUST-000702,ORD-0281281,Return Request,Low,2024-02-15,2024-02-18,78.0,72,False,Resolved,3.0
CASE-033108,CUST-014629,ORD-0281332,Return Request,Medium,2024-02-15,2024-02-16,25.0,48,True,Resolved,4.0
CASE-033109,CUST-010852,ORD-0281346,Return Request,Low,2024-02-15,2024-02-21,152.2,72,False,Resolved,3.0
CASE-033110,CUST-021705,ORD-0281347,Return Request,Low,2024-02-15,2024-02-17,62.5,72,True,Resolved,5.0
CASE-033111,CUST-024952,ORD-0281361,Return Request,Medium,2024-02-15,2024-02-16,25.3,48,True,Resolved,5.0
CASE-033112,CUST-017615,ORD-0281383,Return Request,Low,2024-02-15,2024-02-20,138.8,72,False,Resolved,2.0
CASE-033115,CUST-035919,ORD-0281447,Return Request,Low,2024-02-15,2024-02-18,86.8,72,False,Resolved,4.0
CASE-033118,CUST-016955,ORD-0281485,Return Request,Medium,2024-02-15,2024-02-15,20.0,48,True,Resolved,5.0
CASE-033119,CUST-015588,ORD-0281531,Return Request,Low,2024-02-15,2024-02-19,115.3,72,False,Resolved,4.0
CASE-033128,CUST-017912,ORD-0281793,Return Request,Medium,2024-02-15,2024-02-18,75.2,48,False,Resolved,4.0
CASE-033130,CUST-034214,ORD-0281859,Return Request,Low,2024-02-15,2024-02-18,72.1,72,False,Resolved,3.0
CASE-033131,CUST-003796,ORD-0281864,Return Request,Low,2024-02-15,2024-02-16,24.9,72,True,Resolved,4.0
CASE-033136,CUST-028466,ORD-0282049,Return Request,High,2024-02-15,,,24,False,Open,
CASE-033140,CUST-035029,ORD-0282154,Return Request,Low,2024-02-15,2024-02-18,74.5,72,False,Resolved,3.0
CASE-033146,CUST-006285,ORD-0282285,Return Request,Low,2024-02-15,2024-02-16,36.4,72,True,Resolved,5.0
CASE-033149,CUST-003370,ORD-0282311,Return Request,Medium,2024-02-15,2024-02-15,14.6,48,True,Resolved,4.0
CASE-033150,CUST-024591,ORD-0282367,Return Request,High,2024-02-15,2024-02-15,6.0,24,True,Resolved,5.0
CASE-033152,CUST-008715,ORD-0282415,Return Request,Low,2024-02-15,2024-02-16,30.2,72,True,Resolved,4.0
CASE-033154,CUST-015534,ORD-0282426,Return Request,Medium,2024-02-15,2024-02-16,24.1,48,True,Resolved,5.0
CASE-033158,CUST-010150,ORD-0282500,Return Request,Low,2024-02-15,2024-02-17,68.8,72,True,Resolved,4.0
CASE-033162,CUST-015188,ORD-0282534,Return Request,Medium,2024-02-15,2024-02-15,7.2,48,True,Resolved,4.0
CASE-033163,CUST-023849,ORD-0282587,Return Request,Low,2024-02-15,2024-02-15,13.7,72,True,Resolved,3.0
CASE-033165,CUST-023068,ORD-0282618,Return Request,Urgent,2024-02-15,2024-02-15,4.3,8,True,Resolved,4.0
CASE-033168,CUST-001536,ORD-0282676,Return Request,High,2024-02-15,,,24,False,Open,
CASE-033169,CUST-022628,ORD-0282687,Return Request,Medium,2024-02-15,2024-02-16,44.0,48,True,Resolved,4.0
CASE-033170,CUST-034150,ORD-0282711,Return Request,Low,2024-02-15,2024-02-17,68.7,72,True,Resolved,5.0
CASE-033172,CUST-028153,ORD-0282720,Return Request,Medium,2024-02-15,2024-02-15,4.4,48,True,Resolved,3.0
CASE-033174,CUST-009549,ORD-0282809,Return Request,Medium,2024-02-15,2024-02-16,26.5,48,True,Resolved,4.0
CASE-033176,CUST-009969,ORD-0282846,Return Request,Urgent,2024-02-15,,,8,False,Open,
CASE-033178,CUST-002221,ORD-0282903,Return Request,Low,2024-02-15,2024-02-17,54.7,72,True,Resolved,5.0
CASE-033181,CUST-003748,ORD-0282964,Return Request,High,2024-02-15,2024-02-17,52.3,24,False,Resolved,3.0
CASE-033183,CUST-029572,ORD-0283020,Return Request,Low,2024-02-15,2024-02-16,39.4,72,True,Resolved,4.0
CASE-033184,CUST-020236,ORD-0283094,Return Request,Medium,2024-02-15,2024-02-17,52.6,48,False,Resolved,4.0
CASE-033185,CUST-027564,ORD-0283104,Return Request,Low,2024-02-15,2024-02-19,112.5,72,False,Resolved,3.0
CASE-033192,CUST-015653,ORD-0283254,Return Request,Low,2024-02-15,,,72,False,Escalated,
CASE-033193,CUST-007447,ORD-0283278,Return Request,Urgent,2024-02-15,2024-02-15,18.7,8,False,Resolved,3.0
CASE-049826,CUST-002040,ORD-0276494,Product Defect,High,2024-02-15,2024-02-15,20.5,24,True,Resolved,3.0
CASE-049830,CUST-001311,ORD-0276951,Product Defect,Medium,2024-02-15,2024-02-16,32.6,48,True,Resolved,3.0
CASE-049841,CUST-002925,ORD-0277475,Product Defect,Urgent,2024-02-15,2024-02-15,14.4,8,False,Resolved,3.0
CASE-049847,CUST-011967,ORD-0278029,Product Defect,Medium,2024-02-15,2024-02-17,50.8,48,False,Resolved,4.0
CASE-049876,CUST-021582,ORD-0280771,Product Defect,Medium,2024-02-15,2024-02-15,17.6,48,True,Resolved,5.0
CASE-049879,CUST-019058,ORD-0280918,Product Defect,High,2024-02-15,,,24,False,Escalated,
CASE-049891,CUST-020360,ORD-0282231,Product Defect,Low,2024-02-15,2024-02-19,118.4,72,False,Resolved,3.0
CASE-049892,CUST-032444,ORD-0282256,Product Defect,Medium,2024-02-15,2024-02-16,25.7,48,True,Resolved,5.0
CASE-057786,CUST-012720,,General Inquiry,Medium,2024-02-15,2024-02-17,52.6,48,False,Resolved,3.0
CASE-059476,CUST-026449,,General Inquiry,Low,2024-02-15,2024-02-16,47.6,72,True,Resolved,4.0
CASE-059587,CUST-023855,,General Inquiry,High,2024-02-15,2024-02-15,5.0,24,True,Resolved,3.0
CASE-059745,CUST-034611,,General Inquiry,High,2024-02-15,2024-02-15,4.4,24,True,Resolved,4.0
CASE-060611,CUST-013659,,General Inquiry,Low,2024-02-15,,,72,False,Open,
CASE-062582,CUST-000502,,General Inquiry,Urgent,2024-02-15,2024-02-15,1.7,8,True,Resolved,5.0
CASE-062661,CUST-014075,,General Inquiry,High,2024-02-15,2024-02-15,1.4,24,True,Resolved,4.0
CASE-065070,CUST-015751,,General Inquiry,High,2024-02-15,2024-02-15,13.3,24,True,Resolved,5.0
CASE-065167,CUST-025205,,General Inquiry,Low,2024-02-15,2024-02-17,70.3,72,True,Resolved,5.0
CASE-065467,CUST-035593,,General Inquiry,Low,2024-02-15,2024-02-17,55.6,72,True,Resolved,5.0
CASE-009813,CUST-003448,ORD-0280473,Delivery Issue,Medium,2024-02-16,2024-02-18,50.5,48,False,Resolved,3.0
CASE-009814,CUST-001082,ORD-0280505,Delivery Issue,Medium,2024-02-16,2024-02-23,169.0,48,False,Resolved,3.0
CASE-009820,CUST-030864,ORD-0280584,Delivery Issue,Low,2024-02-16,2024-02-18,53.9,72,True,Resolved,4.0
CASE-009832,CUST-017350,ORD-0280881,Delivery Issue,Low,2024-02-16,2024-02-19,72.3,72,False,Resolved,3.0
CASE-009838,CUST-006514,ORD-0280955,Delivery Issue,Medium,2024-02-16,2024-02-18,58.0,48,False,Resolved,2.0
CASE-009844,CUST-008253,ORD-0281126,Delivery Issue,Low,2024-02-16,2024-02-18,48.5,72,True,Resolved,4.0
CASE-009848,CUST-009451,ORD-0281214,Delivery Issue,Low,2024-02-16,2024-02-17,33.1,72,True,Resolved,5.0
CASE-009849,CUST-020042,ORD-0281286,Delivery Issue,High,2024-02-16,2024-02-16,6.6,24,True,Resolved,4.0
CASE-009853,CUST-025671,ORD-0281429,Delivery Issue,Urgent,2024-02-16,2024-02-16,7.4,8,True,Resolved,4.0
CASE-009854,CUST-006899,ORD-0281432,Delivery Issue,Medium,2024-02-16,2024-02-16,6.2,48,True,Resolved,4.0
CASE-009860,CUST-014441,ORD-0281540,Delivery Issue,Medium,2024-02-16,2024-02-17,32.5,48,True,Resolved,5.0
CASE-009872,CUST-009800,ORD-0281886,Delivery Issue,Medium,2024-02-16,2024-02-16,23.9,48,True,Resolved,5.0
CASE-009873,CUST-029750,ORD-0281890,Delivery Issue,Medium,2024-02-16,2024-02-17,27.4,48,True,Resolved,5.0
CASE-009875,CUST-029923,ORD-0281938,Delivery Issue,High,2024-02-16,2024-02-16,5.1,24,True,Resolved,4.0
CASE-009878,CUST-021286,ORD-0281995,Delivery Issue,Medium,2024-02-16,2024-02-17,26.4,48,True,Resolved,4.0
CASE-009884,CUST-010703,ORD-0282230,Delivery Issue,Medium,2024-02-16,2024-02-18,67.5,48,False,Resolved,4.0
CASE-009891,CUST-009011,ORD-0282514,Delivery Issue,Medium,2024-02-16,2024-02-18,54.4,48,False,Resolved,3.0
CASE-009895,CUST-027607,ORD-0282582,Delivery Issue,High,2024-02-16,2024-02-16,16.7,24,True,Resolved,5.0
CASE-009896,CUST-026954,ORD-0282675,Delivery Issue,Low,2024-02-16,2024-02-16,10.7,72,True,Resolved,4.0
CASE-009904,CUST-028720,ORD-0282940,Delivery Issue,Medium,2024-02-16,2024-02-17,39.3,48,True,Resolved,5.0
CASE-009907,CUST-025016,ORD-0282984,Delivery Issue,Low,2024-02-16,2024-02-18,52.0,72,True,Resolved,4.0
CASE-009912,CUST-000153,ORD-0283298,Delivery Issue,Medium,2024-02-16,2024-02-16,10.2,48,True,Resolved,5.0
CASE-033132,CUST-030361,ORD-0281883,Return Request,Low,2024-02-16,2024-02-17,24.6,72,True,Resolved,4.0
CASE-033133,CUST-019408,ORD-0281976,Return Request,Medium,2024-02-16,2024-02-16,10.4,48,True,Resolved,5.0
CASE-033134,CUST-023564,ORD-0282007,Return Request,Medium,2024-02-16,2024-02-16,16.2,48,True,Resolved,4.0
CASE-033137,CUST-022185,ORD-0282068,Return Request,Low,2024-02-16,2024-02-16,7.6,72,True,Resolved,5.0
CASE-033138,CUST-003882,ORD-0282107,Return Request,Medium,2024-02-16,2024-02-16,22.4,48,True,Resolved,3.0
CASE-033139,CUST-000108,ORD-0282151,Return Request,Low,2024-02-16,,,72,False,Open,
CASE-033147,CUST-030354,ORD-0282288,Return Request,Low,2024-02-16,2024-02-17,47.7,72,True,Resolved,4.0
CASE-033153,CUST-018951,ORD-0282423,Return Request,High,2024-02-16,,,24,False,Escalated,
CASE-033157,CUST-015111,ORD-0282489,Return Request,Medium,2024-02-16,2024-02-22,156.9,48,False,Resolved,4.0
CASE-033159,CUST-005161,ORD-0282528,Return Request,Medium,2024-02-16,2024-02-17,35.8,48,True,Resolved,3.0
CASE-033160,CUST-026394,ORD-0282529,Return Request,Medium,2024-02-16,2024-02-17,36.7,48,True,Resolved,5.0
CASE-033166,CUST-004318,ORD-0282633,Return Request,Low,2024-02-16,2024-02-17,26.3,72,True,Resolved,4.0
CASE-033171,CUST-016098,ORD-0282713,Return Request,Medium,2024-02-16,2024-02-19,90.7,48,False,Resolved,4.0
CASE-033173,CUST-026082,ORD-0282753,Return Request,Urgent,2024-02-16,2024-02-16,5.6,8,True,Resolved,4.0
CASE-033175,CUST-006148,ORD-0282831,Return Request,Medium,2024-02-16,2024-02-16,2.4,48,True,Resolved,4.0
CASE-033177,CUST-003646,ORD-0282898,Return Request,High,2024-02-16,2024-02-16,9.3,24,True,Resolved,4.0
CASE-033180,CUST-028831,ORD-0282960,Return Request,Medium,2024-02-16,2024-02-17,33.8,48,True,Resolved,4.0
CASE-033187,CUST-016607,ORD-0283137,Return Request,Low,2024-02-16,2024-02-18,58.7,72,True,Resolved,5.0
CASE-033188,CUST-021203,ORD-0283140,Return Request,Medium,2024-02-16,2024-02-17,47.5,48,True,Resolved,5.0
CASE-033189,CUST-035228,ORD-0283153,Return Request,Urgent,2024-02-16,2024-02-16,5.3,8,True,Resolved,4.0
CASE-033194,CUST-030826,ORD-0283322,Return Request,Medium,2024-02-16,2024-02-16,22.4,48,True,Resolved,4.0
CASE-033196,CUST-030828,ORD-0283419,Return Request,Medium,2024-02-16,2024-02-16,4.8,48,True,Resolved,4.0
CASE-033202,CUST-033308,ORD-0283531,Return Request,Low,2024-02-16,2024-02-20,118.1,72,False,Resolved,1.0
CASE-033207,CUST-034931,ORD-0283605,Return Request,Medium,2024-02-16,2024-02-16,23.6,48,True,Resolved,4.0
CASE-033211,CUST-022619,ORD-0283671,Return Request,High,2024-02-16,2024-02-16,14.4,24,True,Resolved,5.0
CASE-033212,CUST-012428,ORD-0283708,Return Request,Low,2024-02-16,2024-02-17,25.1,72,True,Resolved,5.0
CASE-033214,CUST-023014,ORD-0283751,Return Request,High,2024-02-16,2024-02-16,23.8,24,True,Resolved,5.0
CASE-033215,CUST-024091,ORD-0283773,Return Request,Medium,2024-02-16,2024-02-17,39.3,48,True,Resolved,5.0
CASE-033216,CUST-012978,ORD-0283790,Return Request,High,2024-02-16,2024-02-16,4.2,24,True,Resolved,5.0
CASE-033219,CUST-002310,ORD-0283833,Return Request,Medium,2024-02-16,2024-02-17,38.0,48,True,Resolved,5.0
CASE-033221,CUST-014360,ORD-0283846,Return Request,Medium,2024-02-16,2024-02-16,23.1,48,True,Resolved,5.0
CASE-033223,CUST-012292,ORD-0283880,Return Request,Low,2024-02-16,2024-02-16,16.9,72,True,Resolved,1.0
CASE-033224,CUST-028761,ORD-0283934,Return Request,Low,2024-02-16,2024-02-17,39.7,72,True,Resolved,4.0
CASE-033225,CUST-004834,ORD-0283946,Return Request,High,2024-02-16,2024-02-16,8.3,24,True,Resolved,4.0
CASE-033226,CUST-014514,ORD-0283947,Return Request,Low,2024-02-16,,,72,False,Open,
CASE-033229,CUST-008771,ORD-0284057,Return Request,High,2024-02-16,2024-02-16,12.9,24,True,Resolved,4.0
CASE-033230,CUST-016301,ORD-0284077,Return Request,High,2024-02-16,2024-02-16,8.5,24,True,Resolved,4.0
CASE-049839,CUST-027470,ORD-0277455,Product Defect,Medium,2024-02-16,2024-02-18,64.4,48,False,Resolved,4.0
CASE-049873,CUST-014421,ORD-0280526,Product Defect,High,2024-02-16,2024-02-16,15.3,24,True,Resolved,3.0
CASE-049874,CUST-001547,ORD-0280583,Product Defect,Low,2024-02-16,2024-02-17,48.0,72,True,Resolved,5.0
CASE-049877,CUST-018794,ORD-0280797,Product Defect,Low,2024-02-16,2024-02-18,67.5,72,True,Resolved,4.0
CASE-049887,CUST-008526,ORD-0281977,Product Defect,Low,2024-02-16,2024-02-18,59.7,72,True,Resolved,3.0
CASE-049900,CUST-000043,ORD-0282622,Product Defect,High,2024-02-16,2024-02-16,12.4,24,True,Resolved,4.0
CASE-055214,CUST-006360,ORD-0281220,Payment Issue,Medium,2024-02-16,2024-02-18,67.6,48,False,Resolved,3.0
CASE-055219,CUST-018368,ORD-0281872,Payment Issue,Low,2024-02-16,2024-02-17,39.0,72,True,Resolved,4.0
CASE-055221,CUST-031937,ORD-0282026,Payment Issue,High,2024-02-16,2024-02-16,8.1,24,True,Resolved,4.0
CASE-055223,CUST-005485,ORD-0283404,Payment Issue,Urgent,2024-02-16,2024-02-16,5.3,8,True,Resolved,4.0
CASE-057117,CUST-028677,,General Inquiry,Low,2024-02-16,2024-02-18,67.6,72,True,Resolved,4.0
CASE-057702,CUST-010796,,General Inquiry,Medium,2024-02-16,2024-02-16,18.8,48,True,Resolved,4.0
CASE-057759,CUST-000411,,General Inquiry,Low,2024-02-16,2024-02-18,68.7,72,True,Resolved,3.0
CASE-057900,CUST-001981,,General Inquiry,High,2024-02-16,2024-02-17,24.9,24,False,Resolved,2.0
CASE-058250,CUST-015906,,General Inquiry,Low,2024-02-16,2024-02-19,79.2,72,False,Resolved,3.0
CASE-059350,CUST-018736,,General Inquiry,Medium,2024-02-16,2024-02-18,60.2,48,False,Resolved,4.0
CASE-060280,CUST-022956,,General Inquiry,High,2024-02-16,2024-02-17,29.3,24,False,Resolved,4.0
CASE-060409,CUST-016866,,General Inquiry,Medium,2024-02-16,2024-02-17,35.3,48,True,Resolved,3.0
CASE-060600,CUST-013680,,General Inquiry,Low,2024-02-16,2024-02-18,54.2,72,True,Resolved,5.0
CASE-061406,CUST-033642,,General Inquiry,Low,2024-02-16,2024-02-18,56.5,72,True,Resolved,3.0
CASE-061436,CUST-021738,,General Inquiry,Medium,2024-02-16,2024-02-16,18.1,48,True,Resolved,4.0
CASE-061967,CUST-020417,,General Inquiry,Low,2024-02-16,2024-02-16,11.5,72,True,Resolved,4.0
CASE-062139,CUST-021602,,General Inquiry,Low,2024-02-16,2024-02-19,79.9,72,False,Resolved,3.0
CASE-062609,CUST-028086,,General Inquiry,Medium,2024-02-16,2024-02-17,44.8,48,True,Resolved,4.0
CASE-063040,CUST-003705,,General Inquiry,High,2024-02-16,2024-02-18,55.7,24,False,Resolved,1.0
CASE-064213,CUST-035726,,General Inquiry,Low,2024-02-16,2024-02-18,54.0,72,True,Resolved,4.0
CASE-064233,CUST-001651,,General Inquiry,Low,2024-02-16,2024-02-18,65.3,72,True,Resolved,3.0
CASE-009845,CUST-022598,ORD-0281134,Delivery Issue,Urgent,2024-02-17,2024-02-17,5.9,8,True,Resolved,3.0
CASE-009852,CUST-027289,ORD-0281366,Delivery Issue,Urgent,2024-02-17,,,8,False,Open,
CASE-009858,CUST-011054,ORD-0281521,Delivery Issue,Medium,2024-02-17,2024-02-18,30.6,48,True,Resolved,4.0
CASE-009867,CUST-013061,ORD-0281775,Delivery Issue,Urgent,2024-02-17,2024-02-17,2.5,8,True,Resolved,5.0
CASE-009870,CUST-031482,ORD-0281843,Delivery Issue,Low,2024-02-17,2024-02-20,94.0,72,False,Resolved,2.0
CASE-009876,CUST-029240,ORD-0281941,Delivery Issue,High,2024-02-17,2024-02-17,13.6,24,True,Resolved,4.0
CASE-009881,CUST-007881,ORD-0282150,Delivery Issue,Low,2024-02-17,2024-02-22,132.4,72,False,Resolved,3.0
CASE-009882,CUST-018869,ORD-0282181,Delivery Issue,Low,2024-02-17,2024-02-18,30.1,72,True,Resolved,3.0
CASE-009887,CUST-011872,ORD-0282273,Delivery Issue,High,2024-02-17,2024-02-17,11.0,24,True,Resolved,3.0
CASE-009898,CUST-014381,ORD-0282710,Delivery Issue,Urgent,2024-02-17,2024-02-17,11.7,8,False,Resolved,3.0
CASE-009900,CUST-022157,ORD-0282770,Delivery Issue,Low,2024-02-17,2024-02-20,94.3,72,False,Resolved,3.0
