customer_id,registration_date,region,acquisition_channel,marketing_opt_in
CUST-022869,2022-03-23,East,Organic Search,True
CUST-022870,2023-07-18,South,Organic Search,True
CUST-022871,2024-09-10,Central,Organic Search,True
CUST-022872,2021-12-12,Central,Paid Ads,False
CUST-022873,2024-02-06,Central,Email Campaign,True
CUST-022874,2021-12-22,West,Social Media,False
CUST-022875,2022-06-06,West,Email Campaign,True
CUST-022876,2023-02-18,South,Paid Ads,False
CUST-022877,2021-10-11,East,Social Media,True
CUST-022878,2020-03-26,Central,Email Campaign,True
CUST-022879,2023-05-16,South,Social Media,False
CUST-022880,2024-08-05,Central,Social Media,True
CUST-022881,2022-06-27,Central,Paid Ads,True
CUST-022882,2021-12-13,North,Organic Search,True
CUST-022883,2024-05-18,East,Email Campaign,False
CUST-022884,2021-10-19,South,Email Campaign,True
CUST-022885,2022-12-20,East,Social Media,True
CUST-022886,2024-11-17,North,Referral,True
CUST-022887,2023-03-30,North,Direct,False
CUST-022888,2023-08-21,East,Social Media,True
CUST-022889,2020-12-27,East,Email Campaign,True
CUST-022890,2023-12-10,East,Organic Search,False
CUST-022891,2023-10-19,South,Email Campaign,True
CUST-022892,2024-06-16,West,Direct,True
CUST-022893,2021-08-30,North,Organic Search,True
CUST-022894,2022-06-23,Central,Social Media,False
CUST-022895,2022-01-08,North,Referral,True
CUST-022896,2020-12-31,Central,Referral,False
CUST-022897,2024-04-17,North,Paid Ads,False
CUST-022898,2022-08-05,West,Paid Ads,True
CUST-022899,2024-05-09,Central,Paid Ads,False
CUST-022900,2022-11-22,South,Paid Ads,True
CUST-022901,2022-12-03,North,Social Media,True
CUST-022902,2022-06-19,North,Organic Search,True
CUST-022903,2024-02-21,East,Organic Search,False
CUST-022904,2023-04-08,Central,Organic Search,True
CUST-022905,2021-10-07,Central,Email Campaign,False
CUST-022906,2023-12-13,Central,Social Media,True
CUST-022907,2022-03-03,North,Direct,False
CUST-022908,2022-12-04,Central,Organic Search,False
CUST-022909,2022-10-08,East,Organic Search,False
CUST-022910,2024-04-03,West,Paid Ads,False
CUST-022911,2022-01-13,South,Referral,True
CUST-022912,2023-10-31,North,Organic Search,False
CUST-022913,2022-01-27,East,Organic Search,False
CUST-022914,2020-07-04,Central,Email Campaign,False
CUST-022915,2023-12-26,East,Paid Ads,True
CUST-022916,2023-06-24,East,Email Campaign,True
CUST-022917,2024-06-05,North,Social Media,True
CUST-022918,2023-04-11,East,Social Media,False
CUST-022919,2024-05-24,Central,Email Campaign,False
CUST-022920,2023-08-24,Central,Referral,False
CUST-022921,2022-09-11,South,Organic Search,True
CUST-022922,2022-12-25,West,Direct,True
CUST-022923,2024-10-03,West,Social Media,True
CUST-022924,2021-09-21,Central,Social Media,False
CUST-022925,2022-05-19,South,Email Campaign,True
CUST-022926,2023-03-10,East,Social Media,True
CUST-022927,2020-11-14,Central,Social Media,True
CUST-022928,2024-03-29,South,Social Media,True
CUST-022929,2020-06-01,North,Paid Ads,True
CUST-022930,2021-06-27,Central,Social Media,True
CUST-022931,2024-07-30,North,Referral,True
CUST-022932,2024-03-12,East,Social Media,True
CUST-022933,2024-01-20,South,Referral,True
CUST-022934,2022-04-17,Central,Organic Search,True
CUST-022935,2024-05-19,South,Direct,False
CUST-022936,2022-05-22,North,Email Campaign,True
CUST-022937,2021-09-12,West,Paid Ads,False
CUST-022938,2024-02-07,Central,Referral,False
CUST-022939,2023-04-22,Central,Organic Search,True
CUST-022940,2020-12-22,Central,Email Campaign,False
CUST-022941,2023-05-27,West,Organic Search,True
CUST-022942,2024-08-12,West,Paid Ads,True
CUST-022943,2023-03-14,West,Social Media,False
CUST-022944,2024-03-23,East,Social Media,True
CUST-022945,2023-06-24,Central,Referral,True
CUST-022946,2022-05-15,Central,Organic Search,False
CUST-022947,2021-07-30,South,Paid Ads,True
CUST-022948,2023-12-14,Central,Paid Ads,True
CUST-022949,2023-02-04,South,Organic Search,False
CUST-022950,2020-04-28,West,Email Campaign,False
CUST-022951,2022-05-25,East,Organic Search,True
CUST-022952,2022-06-28,Central,Organic Search,True
CUST-022953,2024-10-10,Central,Paid Ads,False
CUST-022954,2022-02-01,Central,Paid Ads,True
CUST-022955,2022-01-25,South,Organic Search,True
CUST-022956,2023-06-12,Central,Social Media,True
CUST-022957,2023-02-26,South,Paid Ads,False
CUST-022958,2022-09-08,South,Organic Search,True
CUST-022959,2024-06-16,Central,Organic Search,False
CUST-022960,2020-06-28,North,Social Media,False
CUST-022961,2024-11-14,Central,Paid Ads,True
CUST-022962,2020-11-18,Central,Social Media,True
CUST-022963,2021-08-21,North,Email Campaign,False
CUST-022964,2024-04-17,North,Direct,False
CUST-022965,2021-10-06,South,Direct,True
CUST-022966,2021-02-05,West,Organic Search,True
CUST-022967,2024-06-28,North,Paid Ads,True
CUST-022968,2024-01-26,Central,Email Campaign,True
CUST-022969,2021-12-16,Central,Social Media,True
CUST-022970,2023-12-16,North,Social Media,True
CUST-022971,2021-09-28,West,Social Media,False
CUST-022972,2020-04-20,Central,Email Campaign,True
CUST-022973,2022-06-27,South,Social Media,False
CUST-022974,2022-07-16,South,Direct,False
CUST-022975,2023-07-01,Central,Email Campaign,True
CUST-022976,2024-05-21,Central,Referral,True
CUST-022977,2022-11-25,North,Paid Ads,True
CUST-022978,2022-01-02,East,Email Campaign,True
CUST-022979,2023-08-06,South,Organic Search,True
CUST-022980,2023-11-18,East,Email Campaign,False
CUST-022981,2023-07-12,Central,Organic Search,False
CUST-022982,2022-11-07,Central,Social Media,True
CUST-022983,2024-08-01,Central,Direct,False
CUST-022984,2021-06-25,Central,Paid Ads,True
CUST-022985,2022-09-06,East,Organic Search,True
CUST-022986,2024-03-03,North,Organic Search,False
CUST-022987,2024-11-10,East,Referral,False
CUST-022988,2024-09-06,North,Paid Ads,True
CUST-022989,2023-12-28,East,Organic Search,True
CUST-022990,2024-10-14,South,Paid Ads,False
CUST-022991,2023-12-19,North,Organic Search,False
CUST-022992,2024-09-19,South,Organic Search,False
CUST-022993,2022-09-18,North,Paid Ads,False
CUST-022994,2023-11-22,West,Organic Search,True
CUST-022995,2024-01-28,Central,Email Campaign,False
CUST-022996,2022-06-04,Central,Email Campaign,True
CUST-022997,2020-03-26,North,Organic Search,True
CUST-022998,2022-10-22,Central,Social Media,True
CUST-022999,2021-11-11,West,Organic Search,True
CUST-023000,2023-09-11,Central,Social Media,True
CUST-023001,2022-09-16,East,Direct,True
CUST-023002,2023-09-07,Central,Referral,True
CUST-023003,2023-11-11,Central,Organic Search,False
CUST-023004,2023-10-05,South,Social Media,True
CUST-023005,2022-10-05,Central,Organic Search,True
CUST-023006,2021-04-14,South,Paid Ads,True
CUST-023007,2024-11-12,Central,Social Media,True
CUST-023008,2024-04-28,North,Social Media,True
CUST-023009,2023-08-24,North,Direct,True
CUST-023010,2021-02-10,Central,Social Media,False
CUST-023011,2024-02-11,Central,Social Media,True
CUST-023012,2021-10-03,South,Paid Ads,True
CUST-023013,2024-09-26,East,Referral,False
CUST-023014,2023-06-01,South,Referral,True
CUST-023015,2021-10-27,West,Paid Ads,False
CUST-023016,2024-07-26,West,Organic Search,True
CUST-023017,2022-01-20,East,Email Campaign,False
CUST-023018,2020-08-09,Central,Email Campaign,False
CUST-023019,2024-05-13,West,Paid Ads,True
CUST-023020,2021-04-16,North,Social Media,False
CUST-023021,2023-07-11,West,Organic Search,True
CUST-023022,2022-10-24,Central,Referral,True
CUST-023023,2022-08-30,North,Paid Ads,True
CUST-023024,2021-11-07,Central,Paid Ads,False
CUST-023025,2022-08-03,South,Paid Ads,False
CUST-023026,2023-07-30,Central,Paid Ads,False
CUST-023027,2022-08-25,East,Paid Ads,True
CUST-023028,2024-01-31,Central,Paid Ads,True
CUST-023029,2022-07-11,South,Social Media,False
CUST-023030,2024-05-23,Central,Social Media,False
CUST-023031,2022-03-14,Central,Social Media,False
CUST-023032,2022-10-02,West,Email Campaign,False
CUST-023033,2022-04-16,East,Email Campaign,False
CUST-023034,2021-05-13,South,Referral,True
CUST-023035,2022-10-04,Central,Referral,False
CUST-023036,2021-02-12,West,Organic Search,False
CUST-023037,2024-05-30,West,Paid Ads,True
CUST-023038,2021-10-03,Central,Paid Ads,True
CUST-023039,2024-12-03,Central,Paid Ads,True
CUST-023040,2021-06-28,East,Organic Search,False
CUST-023041,2024-03-18,West,Paid Ads,True
CUST-023042,2021-09-01,Central,Paid Ads,True
CUST-023043,2023-04-24,North,Paid Ads,False
CUST-023044,2021-06-24,North,Organic Search,True
CUST-023045,2022-04-27,East,Referral,False
CUST-023046,2023-04-05,West,Social Media,True
CUST-023047,2023-12-04,West,Social Media,True
CUST-023048,2024-10-24,West,Paid Ads,True
CUST-023049,2022-05-14,North,Email Campaign,True
CUST-023050,2023-10-30,Central,Social Media,True
CUST-023051,2023-02-20,East,Social Media,False
CUST-023052,2023-04-28,North,Referral,False
CUST-023053,2022-04-24,South,Email Campaign,False
CUST-023054,2021-04-01,North,Referral,True
CUST-023055,2022-06-20,Central,Organic Search,True
CUST-023056,2023-05-12,Central,Referral,True
CUST-023057,2023-09-08,West,Organic Search,True
CUST-023058,2022-09-24,East,Paid Ads,True
CUST-023059,2021-11-07,North,Direct,True
CUST-023060,2023-11-10,North,Social Media,False
CUST-023061,2023-03-22,South,Organic Search,True
CUST-023062,2023-10-07,North,Organic Search,False
CUST-023063,2020-04-11,East,Organic Search,True
CUST-023064,2021-11-15,West,Organic Search,True
CUST-023065,2023-11-25,North,Social Media,False
CUST-023066,2023-02-28,South,Referral,True
CUST-023067,2022-11-05,East,Organic Search,False
CUST-023068,2023-03-08,North,Direct,True
CUST-023069,2022-04-16,South,Email Campaign,False
CUST-023070,2024-03-28,North,Email Campaign,False
CUST-023071,2024-12-02,Central,Paid Ads,True
CUST-023072,2022-10-25,West,Referral,False
CUST-023073,2024-08-04,South,Paid Ads,True
CUST-023074,2024-06-29,South,Paid Ads,True
CUST-023075,2022-07-08,North,Referral,False
CUST-023076,2024-12-06,Central,Social Media,True
CUST-023077,2022-06-29,Central,Paid Ads,True
CUST-023078,2023-01-29,West,Email Campaign,False
CUST-023079,2023-03-23,East,Organic Search,True
CUST-023080,2023-06-01,East,Paid Ads,False
CUST-023081,2023-01-31,East,Paid Ads,False
CUST-023082,2022-07-15,North,Organic Search,True
CUST-023083,2023-08-11,East,Paid Ads,True
CUST-023084,2023-09-09,West,Organic Search,True
CUST-023085,2021-07-15,North,Paid Ads,True
CUST-023086,2024-04-17,North,Organic Search,False
CUST-023087,2024-09-25,North,Paid Ads,True
CUST-023088,2021-09-10,Central,Organic Search,False
CUST-023089,2023-03-05,North,Social Media,True
CUST-023090,2020-06-26,North,Organic Search,True
CUST-023091,2024-02-24,North,Paid Ads,True
CUST-023092,2024-12-01,South,Social Media,True
CUST-023093,2020-10-22,Central,Organic Search,True
CUST-023094,2022-12-13,Central,Paid Ads,True
CUST-023095,2021-10-18,Central,Organic Search,True
CUST-023096,2024-10-28,Central,Social Media,True
CUST-023097,2024-07-27,Central,Social Media,True
CUST-023098,2021-03-30,North,Paid Ads,True
CUST-023099,2023-11-24,South,Organic Search,False
CUST-023100,2023-04-27,Central,Paid Ads,False
CUST-023101,2023-05-07,Central,Paid Ads,True
CUST-023102,2022-09-03,West,Referral,True
CUST-023103,2024-04-04,North,Email Campaign,True
CUST-023104,2021-03-28,North,Email Campaign,True
CUST-023105,2023-04-12,Central,Referral,False
CUST-023106,2024-08-16,West,Organic Search,True
CUST-023107,2024-04-09,South,Paid Ads,True
CUST-023108,2020-12-05,Central,Paid Ads,False
CUST-023109,2023-10-09,Central,Email Campaign,False
CUST-023110,2020-08-05,Central,Organic Search,False
CUST-023111,2024-02-11,East,Social Media,True
CUST-023112,2024-09-27,West,Social Media,True
CUST-023113,2023-09-08,East,Paid Ads,True
CUST-023114,2023-02-23,Central,Paid Ads,False
CUST-023115,2024-11-23,South,Organic Search,True
CUST-023116,2022-02-20,Central,Social Media,True
CUST-023117,2021-04-24,Central,Email Campaign,True
CUST-023118,2022-02-09,North,Organic Search,True
CUST-023119,2020-06-03,South,Direct,False
CUST-023120,2022-06-13,West,Paid Ads,True
CUST-023121,2022-05-20,Central,Referral,True
CUST-023122,2023-10-31,South,Email Campaign,False
CUST-023123,2024-01-18,West,Organic Search,True
CUST-023124,2022-11-01,Central,Social Media,True
CUST-023125,2024-07-21,North,Paid Ads,False
CUST-023126,2024-04-12,Central,Paid Ads,False
CUST-023127,2021-10-07,East,Paid Ads,False
CUST-023128,2024-02-06,West,Organic Search,True
CUST-023129,2024-11-17,North,Organic Search,True
CUST-023130,2024-10-17,South,Paid Ads,True
CUST-023131,2023-07-16,Central,Social Media,True
CUST-023132,2020-11-06,Central,Paid Ads,True
CUST-023133,2024-05-27,South,Organic Search,True
CUST-023134,2024-11-26,North,Organic Search,True
CUST-023135,2022-09-15,South,Organic Search,True
CUST-023136,2021-04-16,East,Organic Search,False
CUST-023137,2022-11-24,South,Paid Ads,True
CUST-023138,2023-01-05,West,Social Media,False
CUST-023139,2023-07-18,North,Social Media,True
CUST-023140,2023-06-02,North,Social Media,True
CUST-023141,2024-05-28,South,Paid Ads,False
CUST-023142,2020-08-28,North,Organic Search,False
CUST-023143,2024-02-12,North,Social Media,False
CUST-023144,2022-12-29,Central,Paid Ads,False
CUST-023145,2023-12-02,East,Referral,True
CUST-023146,2021-02-20,North,Referral,False
CUST-023147,2023-12-07,East,Paid Ads,True
CUST-023148,2021-11-09,West,Referral,False
CUST-023149,2024-08-27,West,Social Media,False
CUST-023150,2022-05-02,East,Social Media,False
CUST-023151,2024-04-20,South,Paid Ads,False
CUST-023152,2023-09-28,East,Paid Ads,False
CUST-023153,2023-07-06,West,Organic Search,True
CUST-023154,2024-09-12,Central,Email Campaign,True
CUST-023155,2022-02-19,South,Social Media,True
CUST-023156,2021-07-26,Central,Referral,True
CUST-023157,2024-03-30,Central,Paid Ads,True
CUST-023158,2023-12-24,Central,Organic Search,True
CUST-023159,2022-05-12,Central,Referral,True
CUST-023160,2024-11-03,South,Paid Ads,False
CUST-023161,2023-09-06,West,Referral,True
CUST-023162,2024-09-30,South,Referral,False
CUST-023163,2024-01-09,Central,Organic Search,False
CUST-023164,2023-01-27,East,Email Campaign,False
CUST-023165,2024-11-20,Central,Paid Ads,False
CUST-023166,2021-08-30,South,Social Media,False
CUST-023167,2020-10-15,South,Social Media,True
CUST-023168,2024-04-23,Central,Social Media,True
CUST-023169,2023-12-03,West,Referral,False
CUST-023170,2023-03-24,North,Paid Ads,False
CUST-023171,2023-03-31,South,Email Campaign,False
CUST-023172,2020-11-02,Central,Organic Search,True
CUST-023173,2024-07-11,Central,Email Campaign,True
CUST-023174,2023-05-29,Central,Paid Ads,False
CUST-023175,2023-04-05,East,Email Campaign,True
CUST-023176,2022-07-07,North,Social Media,True
CUST-023177,2022-08-06,East,Email Campaign,True
CUST-023178,2021-09-28,West,Organic Search,True
CUST-023179,2022-08-25,Central,Paid Ads,False
CUST-023180,2023-11-14,Central,Paid Ads,False
CUST-023181,2020-12-03,South,Referral,False
CUST-023182,2024-06-02,North,Paid Ads,False
CUST-023183,2023-02-10,East,Social Media,True
CUST-023184,2024-08-08,North,Organic Search,True
CUST-023185,2024-09-13,Central,Social Media,False
CUST-023186,2022-06-23,Central,Organic Search,False
CUST-023187,2023-02-27,West,Social Media,True
CUST-023188,2024-12-13,West,Paid Ads,True
CUST-023189,2022-04-16,North,Organic Search,True
CUST-023190,2023-10-30,West,Social Media,True
CUST-023191,2024-01-22,Central,Email Campaign,True
CUST-023192,2022-08-11,South,Organic Search,False
CUST-023193,2023-06-13,East,Direct,True
CUST-023194,2022-08-21,Central,Referral,True
CUST-023195,2020-03-08,West,Direct,True
CUST-023196,2023-03-28,Central,Organic Search,True
CUST-023197,2020-06-12,Central,Paid Ads,True
CUST-023198,2022-05-08,North,Organic Search,True
CUST-023199,2024-10-25,East,Email Campaign,True
CUST-023200,2023-08-26,East,Organic Search,False
CUST-023201,2022-11-18,Central,Paid Ads,True
CUST-023202,2023-07-19,Central,Referral,True
CUST-023203,2023-05-21,North,Organic Search,True
CUST-023204,2021-01-08,North,Referral,True
CUST-023205,2023-04-10,West,Organic Search,False
CUST-023206,2024-09-09,North,Direct,True
CUST-023207,2024-08-07,East,Email Campaign,True
CUST-023208,2024-01-09,Central,Direct,True
CUST-023209,2022-05-22,North,Organic Search,True
CUST-023210,2023-06-11,Central,Paid Ads,True
CUST-023211,2022-12-31,West,Organic Search,True
CUST-023212,2023-01-08,North,Organic Search,False
CUST-023213,2021-02-06,Central,Referral,True
CUST-023214,2022-05-25,Central,Social Media,True
CUST-023215,2023-08-04,Central,Organic Search,False
CUST-023216,2024-02-24,North,Social Media,False
CUST-023217,2022-09-16,East,Paid Ads,False
CUST-023218,2023-06-19,Central,Social Media,True
CUST-023219,2024-01-31,Central,Organic Search,True
CUST-023220,2023-02-14,West,Email Campaign,False
CUST-023221,2020-10-10,Central,Paid Ads,False
CUST-023222,2020-12-29,Central,Organic Search,False
CUST-023223,2022-12-20,Central,Social Media,True
CUST-023224,2024-11-28,West,Direct,False
CUST-023225,2024-11-10,North,Paid Ads,True
CUST-023226,2023-12-03,North,Organic Search,False
CUST-023227,2022-02-11,North,Paid Ads,False
CUST-023228,2021-09-02,South,Paid Ads,True
CUST-023229,2024-04-19,Central,Paid Ads,True
CUST-023230,2024-06-15,South,Organic Search,True
CUST-023231,2021-05-26,South,Paid Ads,True
CUST-023232,2023-09-06,East,Social Media,False
CUST-023233,2024-12-10,Central,Referral,True
CUST-023234,2023-04-01,West,Paid Ads,False
CUST-023235,2023-02-15,Central,Organic Search,False
CUST-023236,2023-09-19,East,Email Campaign,False
CUST-023237,2022-10-12,East,Social Media,False
CUST-023238,2020-05-18,North,Referral,True
CUST-023239,2022-10-23,East,Direct,True
CUST-023240,2023-02-13,South,Organic Search,True
CUST-023241,2023-01-10,Central,Organic Search,False
CUST-023242,2023-05-02,South,Paid Ads,False
CUST-023243,2023-08-19,North,Paid Ads,True
CUST-023244,2022-06-23,Central,Paid Ads,False
CUST-023245,2023-06-05,West,Organic Search,True
CUST-023246,2022-04-05,West,Organic Search,False
CUST-023247,2023-07-26,North,Referral,False
CUST-023248,2022-03-14,Central,Organic Search,True
CUST-023249,2024-06-04,North,Organic Search,True
CUST-023250,2020-10-04,West,Paid Ads,False
CUST-023251,2021-05-04,North,Organic Search,True
CUST-023252,2023-09-27,East,Referral,True
CUST-023253,2024-04-17,East,Referral,False
CUST-023254,2024-04-10,Central,Direct,False
CUST-023255,2024-04-06,East,Paid Ads,True
CUST-023256,2022-01-07,Central,Organic Search,True
CUST-023257,2021-05-27,South,Social Media,False
CUST-023258,2024-06-16,Central,Paid Ads,False
CUST-023259,2022-07-11,Central,Direct,True
CUST-023260,2023-01-06,Central,Paid Ads,False
CUST-023261,2021-12-25,North,Referral,False
CUST-023262,2024-04-26,East,Paid Ads,False
CUST-023263,2023-10-16,West,Paid Ads,True
CUST-023264,2021-02-03,East,Organic Search,False
CUST-023265,2020-02-26,Central,Social Media,False
CUST-023266,2022-11-20,North,Organic Search,True
CUST-023267,2022-07-09,Central,Organic Search,True
CUST-023268,2023-09-02,Central,Organic Search,True
CUST-023269,2024-05-26,West,Email Campaign,True
CUST-023270,2023-06-20,East,Social Media,True
CUST-023271,2021-11-01,West,Email Campaign,True
CUST-023272,2020-10-10,West,Paid Ads,False
CUST-023273,2021-12-06,South,Referral,True
CUST-023274,2024-09-09,Central,Paid Ads,True
CUST-023275,2021-01-01,South,Paid Ads,True
CUST-023276,2023-10-02,East,Referral,True
CUST-023277,2022-08-13,Central,Social Media,True
CUST-023278,2023-05-05,East,Organic Search,True
CUST-023279,2022-03-22,East,Referral,True
CUST-023280,2022-10-03,North,Referral,True
CUST-023281,2023-10-02,West,Paid Ads,True
CUST-023282,2024-09-20,Central,Organic Search,True
CUST-023283,2020-05-24,North,Organic Search,True
CUST-023284,2023-02-08,West,Direct,True
CUST-023285,2023-04-24,East,Email Campaign,True
CUST-023286,2024-03-26,Central,Paid Ads,False
CUST-023287,2021-06-21,West,Social Media,True
CUST-023288,2022-12-26,West,Email Campaign,True
CUST-023289,2022-06-08,Central,Paid Ads,True
CUST-023290,2024-11-12,North,Email Campaign,False
CUST-023291,2023-01-14,West,Social Media,True
CUST-023292,2024-07-30,North,Paid Ads,True
CUST-023293,2023-05-19,West,Email Campaign,True
CUST-023294,2024-07-24,West,Referral,False
CUST-023295,2021-04-07,East,Social Media,False
CUST-023296,2024-04-19,Central,Email Campaign,True
CUST-023297,2021-09-05,Central,Referral,False
CUST-023298,2021-01-21,North,Organic Search,False
CUST-023299,2021-07-08,Central,Organic Search,True
CUST-023300,2021-02-13,South,Referral,True
CUST-023301,2023-07-07,East,Organic Search,True
CUST-023302,2024-12-02,Central,Email Campaign,True
CUST-023303,2023-01-18,East,Paid Ads,False
CUST-023304,2022-02-19,Central,Organic Search,True
CUST-023305,2023-06-13,East,Organic Search,True
CUST-023306,2022-12-23,Central,Organic Search,True
CUST-023307,2021-11-17,North,Referral,True
CUST-023308,2021-11-09,Central,Organic Search,True
CUST-023309,2020-12-02,Central,Paid Ads,False
CUST-023310,2022-06-25,West,Organic Search,True
CUST-023311,2021-12-03,South,Referral,True
CUST-023312,2024-01-20,Central,Social Media,True
CUST-023313,2022-01-19,East,Organic Search,True
CUST-023314,2022-11-06,Central,Direct,True
CUST-023315,2022-10-10,North,Organic Search,False
CUST-023316,2021-07-02,Central,Referral,True
CUST-023317,2020-12-20,North,Organic Search,True
CUST-023318,2021-02-15,Central,Paid Ads,False
CUST-023319,2024-07-16,East,Organic Search,False
CUST-023320,2023-08-30,West,Referral,True
CUST-023321,2023-10-14,Central,Paid Ads,False
CUST-023322,2023-02-23,North,Referral,False
CUST-023323,2024-04-29,East,Organic Search,True
CUST-023324,2023-05-10,East,Social Media,False
CUST-023325,2024-08-21,East,Organic Search,True
CUST-023326,2024-03-03,Central,Paid Ads,False
CUST-023327,2022-09-14,Central,Referral,False
CUST-023328,2022-12-16,East,Paid Ads,False
CUST-023329,2022-04-05,South,Referral,False
CUST-023330,2023-02-12,South,Paid Ads,True
CUST-023331,2023-10-15,South,Direct,True
CUST-023332,2022-07-07,West,Direct,True
CUST-023333,2021-07-26,Central,Organic Search,True
CUST-023334,2021-08-28,Central,Email Campaign,True
CUST-023335,2024-01-01,North,Referral,False
CUST-023336,2024-11-18,West,Organic Search,True
CUST-023337,2024-07-04,South,Social Media,True
CUST-023338,2021-11-24,South,Organic Search,False
CUST-023339,2023-11-06,East,Paid Ads,False
CUST-023340,2023-08-28,South,Social Media,True
CUST-023341,2023-10-22,Central,Organic Search,True
CUST-023342,2022-02-17,North,Organic Search,False
CUST-023343,2024-10-15,West,Paid Ads,True
CUST-023344,2022-06-09,Central,Social Media,True
CUST-023345,2023-11-11,North,Email Campaign,True
CUST-023346,2023-11-22,West,Organic Search,False
CUST-023347,2022-05-05,South,Social Media,False
CUST-023348,2024-03-23,North,Social Media,True
CUST-023349,2024-10-11,East,Organic Search,False
CUST-023350,2023-06-02,South,Organic Search,False
CUST-023351,2020-08-29,North,Direct,True
CUST-023352,2024-04-05,Central,Organic Search,True
CUST-023353,2024-02-17,North,Paid Ads,True
CUST-023354,2023-03-01,West,Paid Ads,False
CUST-023355,2024-06-14,West,Organic Search,False
CUST-023356,2023-09-06,North,Paid Ads,True
CUST-023357,2021-06-14,North,Paid Ads,False
CUST-023358,2020-08-21,East,Paid Ads,True
CUST-023359,2023-03-30,North,Organic Search,True
CUST-023360,2021-12-31,North,Organic Search,True
CUST-023361,2023-05-21,East,Email Campaign,True
CUST-023362,2020-07-04,East,Referral,False
CUST-023363,2021-11-10,North,Paid Ads,True
CUST-023364,2022-01-30,South,Organic Search,False
CUST-023365,2020-11-01,North,Paid Ads,False
CUST-023366,2020-08-11,North,Email Campaign,False
CUST-023367,2022-05-01,Central,Referral,True
CUST-023368,2024-05-20,North,Referral,True
CUST-023369,2024-03-28,South,Paid Ads,False
CUST-023370,2020-08-19,Central,Paid Ads,False
CUST-023371,2020-09-02,East,Paid Ads,False
CUST-023372,2022-06-30,North,Paid Ads,True
CUST-023373,2023-11-18,Central,Organic Search,True
CUST-023374,2024-07-05,Central,Referral,False
CUST-023375,2023-11-27,South,Organic Search,True
CUST-023376,2023-04-06,East,Organic Search,False
CUST-023377,2023-04-21,East,Organic Search,True
CUST-023378,2020-08-02,North,Organic Search,True
CUST-023379,2021-06-21,North,Paid Ads,True
CUST-023380,2023-12-06,South,Social Media,False
CUST-023381,2024-03-01,East,Organic Search,False
CUST-023382,2023-01-27,West,Direct,True
CUST-023383,2021-12-25,South,Email Campaign,False
CUST-023384,2023-01-30,West,Social Media,True
CUST-023385,2024-11-19,North,Social Media,True
CUST-023386,2023-01-17,Central,Referral,False
CUST-023387,2020-09-20,South,Organic Search,True
CUST-023388,2024-08-15,South,Organic Search,True
CUST-023389,2023-04-27,South,Paid Ads,True
CUST-023390,2021-07-14,East,Organic Search,True
CUST-023391,2023-10-31,East,Paid Ads,True
CUST-023392,2024-07-18,West,Direct,True
CUST-023393,2021-02-18,Central,Referral,True
CUST-023394,2022-02-09,West,Organic Search,True
CUST-023395,2023-02-23,Central,Paid Ads,True
CUST-023396,2024-07-23,East,Social Media,False
CUST-023397,2022-06-08,North,Social Media,False
CUST-023398,2023-04-12,West,Organic Search,True
CUST-023399,2022-06-04,East,Paid Ads,False
CUST-023400,2024-03-01,West,Organic Search,True
CUST-023401,2020-09-14,South,Social Media,False
CUST-023402,2021-07-10,Central,Organic Search,True
CUST-023403,2022-06-17,Central,Paid Ads,False
CUST-023404,2024-09-17,West,Referral,True
CUST-023405,2022-05-05,North,Referral,True
CUST-023406,2023-04-13,Central,Organic Search,True
CUST-023407,2023-07-12,North,Paid Ads,True
CUST-023408,2022-06-15,West,Social Media,True
CUST-023409,2023-09-22,Central,Referral,True
CUST-023410,2023-12-26,North,Organic Search,False
CUST-023411,2023-04-12,Central,Email Campaign,False
CUST-023412,2023-12-02,Central,Social Media,False
CUST-023413,2024-01-31,Central,Organic Search,False
CUST-023414,2024-06-16,Central,Paid Ads,True
CUST-023415,2020-03-10,East,Referral,True
CUST-023416,2023-11-14,East,Email Campaign,False
CUST-023417,2023-01-07,Central,Referral,True
CUST-023418,2020-06-05,West,Email Campaign,False
CUST-023419,2024-04-24,East,Paid Ads,True
CUST-023420,2022-06-01,Central,Referral,False
CUST-023421,2024-01-25,East,Email Campaign,True
CUST-023422,2023-03-02,Central,Referral,False
CUST-023423,2022-08-06,North,Organic Search,False
CUST-023424,2021-11-12,West,Paid Ads,True
CUST-023425,2024-07-29,Central,Social Media,True
CUST-023426,2021-07-31,South,Direct,True
CUST-023427,2024-07-09,North,Organic Search,False
CUST-023428,2021-12-09,North,Social Media,False
CUST-023429,2022-04-12,Central,Social Media,True
CUST-023430,2024-05-14,West,Direct,False
CUST-023431,2022-06-27,South,Paid Ads,True
CUST-023432,2023-05-31,North,Paid Ads,True
CUST-023433,2024-03-05,South,Referral,True
CUST-023434,2024-03-10,South,Referral,True
CUST-023435,2024-10-02,West,Paid Ads,True
CUST-023436,2023-10-30,North,Paid Ads,True
CUST-023437,2023-04-22,West,Social Media,True
CUST-023438,2023-12-17,Central,Organic Search,False
CUST-023439,2021-09-16,North,Organic Search,True
CUST-023440,2024-06-18,North,Paid Ads,False
CUST-023441,2024-06-07,North,Paid Ads,True
CUST-023442,2022-06-20,East,Referral,False
CUST-023443,2024-10-12,Central,Paid Ads,True
CUST-023444,2023-07-19,East,Organic Search,False
CUST-023445,2023-08-05,West,Organic Search,False
CUST-023446,2023-09-06,East,Paid Ads,False
