activity_id,regarding_type,regarding_id,activity_type,activity_date
ACT-0003765,Opportunity,OPP-00469,Phone Call,2023-01-08
ACT-0004162,Case,CASE-000022,Phone Call,2023-01-08
ACT-0004164,Case,CASE-000042,Phone Call,2023-01-08
ACT-0004170,Case,CASE-000063,Email,2023-01-08
ACT-0004171,Case,CASE-000064,Email,2023-01-08
ACT-0004173,Case,CASE-000069,Phone Call,2023-01-08
ACT-0004176,Case,CASE-000093,Phone Call,2023-01-08
ACT-0004177,Case,CASE-020238,Phone Call,2023-01-08
ACT-0004178,Case,CASE-020238,Phone Call,2023-01-08
ACT-0004179,Case,CASE-020243,Email,2023-01-08
ACT-0004180,Case,CASE-020246,Email,2023-01-08
ACT-0004181,Case,CASE-020246,Email,2023-01-08
ACT-0004182,Case,CASE-020248,Email,2023-01-08
ACT-0004184,Case,CASE-020251,Phone Call,2023-01-08
ACT-0004185,Case,CASE-020251,Phone Call,2023-01-08
ACT-0004187,Case,CASE-020260,Phone Call,2023-01-08
ACT-0004190,Case,CASE-020278,Phone Call,2023-01-08
ACT-0004195,Case,CASE-020285,Email,2023-01-08
ACT-0004196,Case,CASE-020285,Email,2023-01-08
ACT-0004197,Case,CASE-020286,Phone Call,2023-01-08
ACT-0004198,Case,CASE-020287,Email,2023-01-08
ACT-0004202,Case,CASE-020293,Phone Call,2023-01-08
ACT-0004203,Case,CASE-020293,Phone Call,2023-01-08
ACT-0004208,Case,CASE-020306,Phone Call,2023-01-08
ACT-0004209,Case,CASE-020306,Email,2023-01-08
ACT-0004220,Case,CASE-046525,Email,2023-01-08
ACT-0004223,Case,CASE-053490,Email,2023-01-08
ACT-0004224,Case,CASE-053493,Phone Call,2023-01-08
ACT-0004226,Case,CASE-053494,Email,2023-01-08
ACT-0004229,Case,CASE-057310,Email,2023-01-08
ACT-0004232,Case,CASE-058212,Phone Call,2023-01-08
ACT-0004237,Case,CASE-060602,Phone Call,2023-01-08
ACT-0004240,Case,CASE-062127,Phone Call,2023-01-08
ACT-0004242,Case,CASE-062397,Email,2023-01-08
ACT-0004251,Case,CASE-000032,Email,2023-01-08
ACT-0004255,Case,CASE-000040,Phone Call,2023-01-08
ACT-0004258,Case,CASE-000051,Phone Call,2023-01-08
ACT-0004259,Case,CASE-000055,Phone Call,2023-01-08
ACT-0004261,Case,CASE-000060,Email,2023-01-08
ACT-0004262,Case,CASE-000065,Phone Call,2023-01-08
ACT-0004265,Case,CASE-000067,Phone Call,2023-01-08
ACT-0004266,Case,CASE-000071,Phone Call,2023-01-08
ACT-0004267,Case,CASE-000071,Phone Call,2023-01-08
ACT-0004273,Case,CASE-000082,Email,2023-01-08
ACT-0004274,Case,CASE-000082,Phone Call,2023-01-08
ACT-0004275,Case,CASE-000085,Email,2023-01-08
ACT-0004279,Case,CASE-000090,Email,2023-01-08
ACT-0004283,Case,CASE-020266,Email,2023-01-08
ACT-0004286,Case,CASE-020272,Email,2023-01-08
ACT-0004289,Case,CASE-020274,Phone Call,2023-01-08
ACT-0004291,Case,CASE-020279,Phone Call,2023-01-08
ACT-0004301,Case,CASE-020297,Email,2023-01-08
ACT-0004307,Case,CASE-020311,Phone Call,2023-01-08
ACT-0004310,Case,CASE-020324,Email,2023-01-08
ACT-0004313,Case,CASE-046512,Email,2023-01-08
ACT-0004318,Case,CASE-046524,Phone Call,2023-01-08
ACT-0004324,Case,CASE-057056,Email,2023-01-08
ACT-0004325,Case,CASE-057221,Email,2023-01-08
ACT-0004326,Case,CASE-057221,Phone Call,2023-01-08
ACT-0004329,Case,CASE-058289,Email,2023-01-08
ACT-0004332,Case,CASE-058471,Email,2023-01-08
ACT-0004337,Case,CASE-060514,Phone Call,2023-01-08
ACT-0004343,Case,CASE-064836,Phone Call,2023-01-08
ACT-0004344,Case,CASE-065062,Email,2023-01-08
ACT-0004350,Case,CASE-000057,Email,2023-01-08
ACT-0004353,Case,CASE-000061,Email,2023-01-08
ACT-0004354,Case,CASE-000061,Email,2023-01-08
ACT-0004359,Case,CASE-000086,Phone Call,2023-01-08
ACT-0004360,Case,CASE-000086,Email,2023-01-08
ACT-0004362,Case,CASE-000088,Email,2023-01-08
ACT-0004371,Case,CASE-000101,Email,2023-01-08
ACT-0004372,Case,CASE-000105,Phone Call,2023-01-08
ACT-0004376,Case,CASE-000114,Phone Call,2023-01-08
ACT-0004380,Case,CASE-020300,Phone Call,2023-01-08
ACT-0004381,Case,CASE-020302,Email,2023-01-08
ACT-0004382,Case,CASE-020302,Email,2023-01-08
ACT-0004387,Case,CASE-020308,Phone Call,2023-01-08
ACT-0004388,Case,CASE-020313,Email,2023-01-08
ACT-0004391,Case,CASE-020314,Email,2023-01-08
ACT-0004396,Case,CASE-020321,Phone Call,2023-01-08
ACT-0004397,Case,CASE-020322,Phone Call,2023-01-08
ACT-0004401,Case,CASE-020327,Phone Call,2023-01-08
ACT-0004402,Case,CASE-020331,Phone Call,2023-01-08
ACT-0004405,Case,CASE-020334,Email,2023-01-08
ACT-0004406,Case,CASE-020343,Email,2023-01-08
ACT-0004411,Case,CASE-046504,Phone Call,2023-01-08
ACT-0004413,Case,CASE-046533,Phone Call,2023-01-08
ACT-0004414,Case,CASE-046533,Phone Call,2023-01-08
ACT-0004417,Case,CASE-053492,Phone Call,2023-01-08
ACT-0004428,Case,CASE-062405,Phone Call,2023-01-08
ACT-0004431,Case,CASE-064268,Phone Call,2023-01-08
ACT-0004433,Case,CASE-065339,Email,2023-01-08
ACT-0004434,Case,CASE-065339,Email,2023-01-08
ACT-0000604,Lead,LEAD-00243,Phone Call,2023-01-09
ACT-0001649,Lead,LEAD-00660,Task,2023-01-09
ACT-0002094,Opportunity,OPP-00053,Task,2023-01-09
ACT-0004252,Case,CASE-000033,Phone Call,2023-01-09
ACT-0004253,Case,CASE-000033,Phone Call,2023-01-09
ACT-0004254,Case,CASE-000036,Phone Call,2023-01-09
ACT-0004260,Case,CASE-000055,Phone Call,2023-01-09
ACT-0004263,Case,CASE-000065,Phone Call,2023-01-09
ACT-0004268,Case,CASE-000072,Phone Call,2023-01-09
ACT-0004271,Case,CASE-000077,Email,2023-01-09
ACT-0004276,Case,CASE-000087,Email,2023-01-09
ACT-0004277,Case,CASE-000087,Phone Call,2023-01-09
ACT-0004278,Case,CASE-000090,Phone Call,2023-01-09
ACT-0004280,Case,CASE-000094,Phone Call,2023-01-09
ACT-0004290,Case,CASE-020274,Email,2023-01-09
ACT-0004292,Case,CASE-020279,Phone Call,2023-01-09
ACT-0004294,Case,CASE-020281,Phone Call,2023-01-09
ACT-0004295,Case,CASE-020281,Phone Call,2023-01-09
ACT-0004300,Case,CASE-020295,Email,2023-01-09
ACT-0004302,Case,CASE-020301,Email,2023-01-09
ACT-0004304,Case,CASE-020307,Phone Call,2023-01-09
ACT-0004305,Case,CASE-020310,Phone Call,2023-01-09
ACT-0004306,Case,CASE-020311,Email,2023-01-09
ACT-0004308,Case,CASE-020312,Phone Call,2023-01-09
ACT-0004312,Case,CASE-046506,Email,2023-01-09
ACT-0004315,Case,CASE-046519,Phone Call,2023-01-09
ACT-0004317,Case,CASE-046524,Phone Call,2023-01-09
ACT-0004320,Case,CASE-046529,Phone Call,2023-01-09
ACT-0004321,Case,CASE-053496,Email,2023-01-09
ACT-0004322,Case,CASE-053496,Email,2023-01-09
ACT-0004323,Case,CASE-057056,Phone Call,2023-01-09
ACT-0004327,Case,CASE-057227,Phone Call,2023-01-09
ACT-0004330,Case,CASE-058289,Phone Call,2023-01-09
ACT-0004331,Case,CASE-058471,Email,2023-01-09
ACT-0004333,Case,CASE-059853,Email,2023-01-09
ACT-0004338,Case,CASE-060554,Email,2023-01-09
ACT-0004339,Case,CASE-060888,Email,2023-01-09
ACT-0004341,Case,CASE-061832,Phone Call,2023-01-09
ACT-0004345,Case,CASE-065062,Email,2023-01-09
ACT-0004346,Case,CASE-065165,Phone Call,2023-01-09
ACT-0004347,Case,CASE-065165,Phone Call,2023-01-09
ACT-0004348,Case,CASE-000052,Email,2023-01-09
ACT-0004352,Case,CASE-000058,Phone Call,2023-01-09
ACT-0004356,Case,CASE-000073,Phone Call,2023-01-09
ACT-0004357,Case,CASE-000079,Email,2023-01-09
ACT-0004358,Case,CASE-000081,Email,2023-01-09
ACT-0004363,Case,CASE-000092,Phone Call,2023-01-09
ACT-0004366,Case,CASE-000095,Phone Call,2023-01-09
ACT-0004369,Case,CASE-000100,Phone Call,2023-01-09
ACT-0004370,Case,CASE-000100,Phone Call,2023-01-09
ACT-0004373,Case,CASE-000107,Phone Call,2023-01-09
ACT-0004374,Case,CASE-000109,Phone Call,2023-01-09
ACT-0004375,Case,CASE-000109,Phone Call,2023-01-09
ACT-0004379,Case,CASE-020296,Email,2023-01-09
ACT-0004384,Case,CASE-020305,Email,2023-01-09
ACT-0004386,Case,CASE-020308,Email,2023-01-09
ACT-0004390,Case,CASE-020314,Phone Call,2023-01-09
ACT-0004392,Case,CASE-020317,Email,2023-01-09
ACT-0004398,Case,CASE-020325,Phone Call,2023-01-09
ACT-0004399,Case,CASE-020325,Email,2023-01-09
ACT-0004403,Case,CASE-020331,Email,2023-01-09
ACT-0004407,Case,CASE-020343,Email,2023-01-09
ACT-0004410,Case,CASE-046504,Email,2023-01-09
ACT-0004412,Case,CASE-046509,Phone Call,2023-01-09
ACT-0004415,Case,CASE-053491,Phone Call,2023-01-09
ACT-0004416,Case,CASE-053491,Phone Call,2023-01-09
ACT-0004419,Case,CASE-058487,Phone Call,2023-01-09
ACT-0004421,Case,CASE-059647,Phone Call,2023-01-09
ACT-0004422,Case,CASE-059810,Email,2023-01-09
ACT-0004424,Case,CASE-061252,Phone Call,2023-01-09
ACT-0004430,Case,CASE-063710,Phone Call,2023-01-09
ACT-0004432,Case,CASE-064462,Email,2023-01-09
ACT-0004438,Case,CASE-000084,Email,2023-01-09
ACT-0004441,Case,CASE-000091,Email,2023-01-09
ACT-0004444,Case,CASE-000104,Phone Call,2023-01-09
ACT-0004445,Case,CASE-000104,Phone Call,2023-01-09
ACT-0004450,Case,CASE-020315,Email,2023-01-09
ACT-0004451,Case,CASE-020316,Phone Call,2023-01-09
ACT-0004454,Case,CASE-020320,Phone Call,2023-01-09
ACT-0004455,Case,CASE-020320,Email,2023-01-09
ACT-0004460,Case,CASE-020329,Phone Call,2023-01-09
ACT-0004462,Case,CASE-020332,Phone Call,2023-01-09
ACT-0004468,Case,CASE-020345,Phone Call,2023-01-09
ACT-0004484,Case,CASE-046539,Email,2023-01-09
ACT-0004491,Case,CASE-058062,Phone Call,2023-01-09
ACT-0004492,Case,CASE-058834,Email,2023-01-09
ACT-0004493,Case,CASE-058834,Phone Call,2023-01-09
ACT-0004497,Case,CASE-061541,Email,2023-01-09
ACT-0004498,Case,CASE-062118,Email,2023-01-09
ACT-0004499,Case,CASE-062710,Phone Call,2023-01-09
ACT-0004501,Case,CASE-064097,Phone Call,2023-01-09
ACT-0004502,Case,CASE-064097,Phone Call,2023-01-09
ACT-0004503,Case,CASE-064948,Email,2023-01-09
ACT-0004504,Case,CASE-064948,Phone Call,2023-01-09
ACT-0001963,Opportunity,OPP-00021,Email,2023-01-10
ACT-0003591,Opportunity,OPP-00428,Task,2023-01-10
ACT-0004349,Case,CASE-000052,Phone Call,2023-01-10
ACT-0004351,Case,CASE-000058,Phone Call,2023-01-10
ACT-0004355,Case,CASE-000068,Phone Call,2023-01-10
ACT-0004361,Case,CASE-000088,Email,2023-01-10
ACT-0004364,Case,CASE-000092,Email,2023-01-10
ACT-0004365,Case,CASE-000095,Phone Call,2023-01-10
ACT-0004367,Case,CASE-000099,Phone Call,2023-01-10
ACT-0004368,Case,CASE-000099,Phone Call,2023-01-10
ACT-0004377,Case,CASE-000114,Phone Call,2023-01-10
ACT-0004378,Case,CASE-020296,Email,2023-01-10
ACT-0004383,Case,CASE-020303,Phone Call,2023-01-10
ACT-0004385,Case,CASE-020305,Email,2023-01-10
ACT-0004389,Case,CASE-020313,Phone Call,2023-01-10
ACT-0004393,Case,CASE-020317,Phone Call,2023-01-10
ACT-0004394,Case,CASE-020318,Email,2023-01-10
ACT-0004395,Case,CASE-020321,Email,2023-01-10
ACT-0004400,Case,CASE-020326,Email,2023-01-10
ACT-0004404,Case,CASE-020334,Phone Call,2023-01-10
ACT-0004408,Case,CASE-020347,Email,2023-01-10
ACT-0004409,Case,CASE-046502,Phone Call,2023-01-10
ACT-0004418,Case,CASE-058092,Phone Call,2023-01-10
ACT-0004420,Case,CASE-059467,Phone Call,2023-01-10
ACT-0004423,Case,CASE-061045,Phone Call,2023-01-10
ACT-0004425,Case,CASE-061252,Phone Call,2023-01-10
ACT-0004426,Case,CASE-061877,Phone Call,2023-01-10
ACT-0004427,Case,CASE-061877,Phone Call,2023-01-10
ACT-0004429,Case,CASE-063123,Phone Call,2023-01-10
ACT-0004435,Case,CASE-000083,Email,2023-01-10
ACT-0004437,Case,CASE-000084,Email,2023-01-10
ACT-0004440,Case,CASE-000089,Email,2023-01-10
ACT-0004443,Case,CASE-000103,Email,2023-01-10
ACT-0004448,Case,CASE-000120,Phone Call,2023-01-10
ACT-0004452,Case,CASE-020316,Email,2023-01-10
ACT-0004453,Case,CASE-020319,Phone Call,2023-01-10
ACT-0004459,Case,CASE-020329,Phone Call,2023-01-10
ACT-0004463,Case,CASE-020333,Phone Call,2023-01-10
ACT-0004466,Case,CASE-020340,Phone Call,2023-01-10
ACT-0004467,Case,CASE-020345,Email,2023-01-10
ACT-0004469,Case,CASE-020353,Email,2023-01-10
ACT-0004473,Case,CASE-020360,Email,2023-01-10
ACT-0004474,Case,CASE-020363,Phone Call,2023-01-10
ACT-0004475,Case,CASE-020366,Phone Call,2023-01-10
ACT-0004476,Case,CASE-020366,Phone Call,2023-01-10
ACT-0004481,Case,CASE-046511,Phone Call,2023-01-10
ACT-0004482,Case,CASE-046528,Phone Call,2023-01-10
ACT-0004483,Case,CASE-046528,Phone Call,2023-01-10
ACT-0004490,Case,CASE-058062,Phone Call,2023-01-10
ACT-0004494,Case,CASE-059413,Phone Call,2023-01-10
ACT-0004496,Case,CASE-061541,Email,2023-01-10
ACT-0004500,Case,CASE-062710,Email,2023-01-10
ACT-0004505,Case,CASE-065239,Phone Call,2023-01-10
ACT-0004506,Case,CASE-000096,Phone Call,2023-01-10
ACT-0004509,Case,CASE-000097,Phone Call,2023-01-10
ACT-0004510,Case,CASE-000102,Email,2023-01-10
ACT-0004512,Case,CASE-000115,Phone Call,2023-01-10
ACT-0004513,Case,CASE-000116,Email,2023-01-10
ACT-0004515,Case,CASE-000124,Email,2023-01-10
ACT-0004516,Case,CASE-000133,Email,2023-01-10
ACT-0004518,Case,CASE-000134,Phone Call,2023-01-10
ACT-0004520,Case,CASE-000138,Email,2023-01-10
ACT-0004524,Case,CASE-000151,Phone Call,2023-01-10
ACT-0004526,Case,CASE-020335,Phone Call,2023-01-10
ACT-0004534,Case,CASE-020341,Email,2023-01-10
ACT-0004540,Case,CASE-020348,Email,2023-01-10
ACT-0004549,Case,CASE-020362,Phone Call,2023-01-10
ACT-0004552,Case,CASE-020373,Phone Call,2023-01-10
ACT-0004557,Case,CASE-020389,Email,2023-01-10
ACT-0004565,Case,CASE-046495,Email,2023-01-10
ACT-0004567,Case,CASE-046534,Email,2023-01-10
ACT-0004569,Case,CASE-046538,Phone Call,2023-01-10
ACT-0004570,Case,CASE-046538,Email,2023-01-10
ACT-0004573,Case,CASE-046547,Phone Call,2023-01-10
ACT-0004575,Case,CASE-053503,Email,2023-01-10
ACT-0004581,Case,CASE-058126,Phone Call,2023-01-10
ACT-0004582,Case,CASE-058126,Phone Call,2023-01-10
ACT-0004583,Case,CASE-059112,Phone Call,2023-01-10
ACT-0004586,Case,CASE-060676,Email,2023-01-10
ACT-0004589,Case,CASE-060996,Email,2023-01-10
ACT-0004601,Case,CASE-064872,Phone Call,2023-01-10
ACT-0004602,Case,CASE-065200,Phone Call,2023-01-10
ACT-0001895,Opportunity,OPP-00002,Email,2023-01-11
ACT-0001966,Opportunity,OPP-00021,Phone Call,2023-01-11
ACT-0002554,Opportunity,OPP-00168,Phone Call,2023-01-11
ACT-0003279,Opportunity,OPP-00346,Meeting,2023-01-11
ACT-0003593,Opportunity,OPP-00428,Task,2023-01-11
ACT-0004436,Case,CASE-000083,Phone Call,2023-01-11
ACT-0004439,Case,CASE-000089,Email,2023-01-11
ACT-0004442,Case,CASE-000091,Email,2023-01-11
ACT-0004446,Case,CASE-000112,Email,2023-01-11
ACT-0004447,Case,CASE-000112,Email,2023-01-11
ACT-0004449,Case,CASE-000120,Email,2023-01-11
ACT-0004456,Case,CASE-020323,Email,2023-01-11
ACT-0004457,Case,CASE-020323,Email,2023-01-11
ACT-0004458,Case,CASE-020328,Email,2023-01-11
ACT-0004461,Case,CASE-020330,Email,2023-01-11
ACT-0004464,Case,CASE-020333,Phone Call,2023-01-11
ACT-0004465,Case,CASE-020340,Email,2023-01-11
ACT-0004470,Case,CASE-020355,Phone Call,2023-01-11
ACT-0004471,Case,CASE-020359,Email,2023-01-11
ACT-0004472,Case,CASE-020360,Phone Call,2023-01-11
ACT-0004477,Case,CASE-020369,Email,2023-01-11
ACT-0004478,Case,CASE-046499,Phone Call,2023-01-11
ACT-0004479,Case,CASE-046508,Phone Call,2023-01-11
ACT-0004480,Case,CASE-046508,Email,2023-01-11
ACT-0004485,Case,CASE-046539,Phone Call,2023-01-11
ACT-0004486,Case,CASE-053495,Phone Call,2023-01-11
ACT-0004487,Case,CASE-053495,Email,2023-01-11
ACT-0004488,Case,CASE-053497,Email,2023-01-11
ACT-0004489,Case,CASE-053497,Phone Call,2023-01-11
ACT-0004495,Case,CASE-060005,Phone Call,2023-01-11
ACT-0004508,Case,CASE-000097,Email,2023-01-11
ACT-0004511,Case,CASE-000106,Phone Call,2023-01-11
ACT-0004517,Case,CASE-000133,Phone Call,2023-01-11
ACT-0004523,Case,CASE-000146,Phone Call,2023-01-11
ACT-0004527,Case,CASE-020335,Email,2023-01-11
ACT-0004528,Case,CASE-020336,Email,2023-01-11
ACT-0004529,Case,CASE-020337,Phone Call,2023-01-11
ACT-0004530,Case,CASE-020337,Phone Call,2023-01-11
ACT-0004531,Case,CASE-020338,Email,2023-01-11
ACT-0004532,Case,CASE-020339,Email,2023-01-11
ACT-0004535,Case,CASE-020342,Phone Call,2023-01-11
ACT-0004538,Case,CASE-020346,Email,2023-01-11
ACT-0004539,Case,CASE-020346,Email,2023-01-11
ACT-0004542,Case,CASE-020349,Phone Call,2023-01-11
ACT-0004543,Case,CASE-020351,Phone Call,2023-01-11
ACT-0004546,Case,CASE-020356,Phone Call,2023-01-11
ACT-0004550,Case,CASE-020364,Email,2023-01-11
ACT-0004560,Case,CASE-020394,Phone Call,2023-01-11
ACT-0004562,Case,CASE-020396,Phone Call,2023-01-11
ACT-0004563,Case,CASE-020397,Email,2023-01-11
ACT-0004564,Case,CASE-020397,Phone Call,2023-01-11
ACT-0004568,Case,CASE-046534,Email,2023-01-11
ACT-0004571,Case,CASE-046545,Phone Call,2023-01-11
ACT-0004574,Case,CASE-053500,Email,2023-01-11
ACT-0004580,Case,CASE-057390,Email,2023-01-11
ACT-0004588,Case,CASE-060849,Phone Call,2023-01-11
ACT-0004592,Case,CASE-061621,Email,2023-01-11
ACT-0004593,Case,CASE-061936,Phone Call,2023-01-11
ACT-0004595,Case,CASE-062682,Phone Call,2023-01-11
ACT-0004596,Case,CASE-063546,Phone Call,2023-01-11
ACT-0004597,Case,CASE-063546,Phone Call,2023-01-11
ACT-0004599,Case,CASE-063910,Phone Call,2023-01-11
ACT-0004600,Case,CASE-063910,Phone Call,2023-01-11
ACT-0004607,Case,CASE-000113,Phone Call,2023-01-11
ACT-0004612,Case,CASE-000123,Phone Call,2023-01-11
ACT-0004616,Case,CASE-000128,Phone Call,2023-01-11
ACT-0004619,Case,CASE-000132,Phone Call,2023-01-11
ACT-0004625,Case,CASE-000141,Email,2023-01-11
ACT-0004629,Case,CASE-000144,Phone Call,2023-01-11
ACT-0004630,Case,CASE-000145,Email,2023-01-11
ACT-0004632,Case,CASE-000157,Phone Call,2023-01-11
ACT-0004633,Case,CASE-020350,Phone Call,2023-01-11
ACT-0004635,Case,CASE-020357,Email,2023-01-11
ACT-0004636,Case,CASE-020357,Phone Call,2023-01-11
ACT-0004640,Case,CASE-020367,Email,2023-01-11
ACT-0004644,Case,CASE-020372,Email,2023-01-11
ACT-0004646,Case,CASE-020374,Phone Call,2023-01-11
ACT-0004648,Case,CASE-020376,Email,2023-01-11
ACT-0004651,Case,CASE-020377,Email,2023-01-11
ACT-0004656,Case,CASE-020382,Email,2023-01-11
ACT-0004661,Case,CASE-020393,Phone Call,2023-01-11
ACT-0004662,Case,CASE-020393,Phone Call,2023-01-11
ACT-0004665,Case,CASE-020403,Phone Call,2023-01-11
ACT-0004669,Case,CASE-020414,Phone Call,2023-01-11
ACT-0004673,Case,CASE-020417,Phone Call,2023-01-11
ACT-0004683,Case,CASE-053498,Phone Call,2023-01-11
ACT-0004685,Case,CASE-057120,Email,2023-01-11
ACT-0004686,Case,CASE-057120,Phone Call,2023-01-11
ACT-0004689,Case,CASE-058625,Email,2023-01-11
ACT-0004691,Case,CASE-060547,Email,2023-01-11
ACT-0004697,Case,CASE-063955,Phone Call,2023-01-11
ACT-0004698,Case,CASE-063955,Email,2023-01-11
ACT-0004699,Case,CASE-065132,Email,2023-01-11
ACT-0002769,Opportunity,OPP-00222,Task,2023-01-12
ACT-0002897,Opportunity,OPP-00252,Phone Call,2023-01-12
ACT-0004507,Case,CASE-000096,Email,2023-01-12
ACT-0004514,Case,CASE-000116,Phone Call,2023-01-12
ACT-0004519,Case,CASE-000138,Phone Call,2023-01-12
ACT-0004521,Case,CASE-000139,Email,2023-01-12
ACT-0004522,Case,CASE-000146,Phone Call,2023-01-12
ACT-0004525,Case,CASE-000151,Email,2023-01-12
ACT-0004533,Case,CASE-020341,Phone Call,2023-01-12
ACT-0004536,Case,CASE-020342,Phone Call,2023-01-12
ACT-0004537,Case,CASE-020344,Email,2023-01-12
ACT-0004541,Case,CASE-020349,Email,2023-01-12
ACT-0004544,Case,CASE-020352,Phone Call,2023-01-12
ACT-0004545,Case,CASE-020354,Email,2023-01-12
ACT-0004547,Case,CASE-020356,Email,2023-01-12
ACT-0004548,Case,CASE-020361,Email,2023-01-12
ACT-0004551,Case,CASE-020371,Phone Call,2023-01-12
ACT-0004553,Case,CASE-020384,Phone Call,2023-01-12
ACT-0004554,Case,CASE-020387,Email,2023-01-12
ACT-0004555,Case,CASE-020388,Phone Call,2023-01-12
ACT-0004556,Case,CASE-020388,Phone Call,2023-01-12
ACT-0004558,Case,CASE-020390,Phone Call,2023-01-12
ACT-0004559,Case,CASE-020394,Phone Call,2023-01-12
ACT-0004561,Case,CASE-020396,Email,2023-01-12
ACT-0004566,Case,CASE-046495,Phone Call,2023-01-12
ACT-0004572,Case,CASE-046545,Email,2023-01-12
ACT-0004576,Case,CASE-053504,Phone Call,2023-01-12
ACT-0004577,Case,CASE-053504,Phone Call,2023-01-12
ACT-0004578,Case,CASE-057152,Email,2023-01-12
ACT-0004579,Case,CASE-057152,Email,2023-01-12
ACT-0004584,Case,CASE-060567,Email,2023-01-12
ACT-0004585,Case,CASE-060676,Email,2023-01-12
ACT-0004587,Case,CASE-060803,Phone Call,2023-01-12
ACT-0004590,Case,CASE-060996,Phone Call,2023-01-12
ACT-0004591,Case,CASE-061621,Phone Call,2023-01-12
ACT-0004594,Case,CASE-061936,Email,2023-01-12
ACT-0004598,Case,CASE-063771,Email,2023-01-12
ACT-0004604,Case,CASE-000110,Email,2023-01-12
ACT-0004606,Case,CASE-000113,Phone Call,2023-01-12
ACT-0004610,Case,CASE-000118,Phone Call,2023-01-12
ACT-0004611,Case,CASE-000121,Phone Call,2023-01-12
ACT-0004613,Case,CASE-000125,Phone Call,2023-01-12
ACT-0004614,Case,CASE-000126,Phone Call,2023-01-12
ACT-0004620,Case,CASE-000132,Phone Call,2023-01-12
ACT-0004621,Case,CASE-000136,Email,2023-01-12
ACT-0004627,Case,CASE-000143,Email,2023-01-12
ACT-0004637,Case,CASE-020358,Phone Call,2023-01-12
ACT-0004639,Case,CASE-020365,Email,2023-01-12
ACT-0004642,Case,CASE-020368,Phone Call,2023-01-12
ACT-0004653,Case,CASE-020379,Email,2023-01-12
ACT-0004655,Case,CASE-020381,Phone Call,2023-01-12
ACT-0004664,Case,CASE-020403,Email,2023-01-12
ACT-0004666,Case,CASE-020411,Phone Call,2023-01-12
ACT-0004668,Case,CASE-020412,Phone Call,2023-01-12
ACT-0004671,Case,CASE-020416,Email,2023-01-12
ACT-0004674,Case,CASE-020417,Phone Call,2023-01-12
ACT-0004677,Case,CASE-046510,Phone Call,2023-01-12
ACT-0004680,Case,CASE-046546,Email,2023-01-12
ACT-0004682,Case,CASE-046549,Email,2023-01-12
ACT-0004688,Case,CASE-058505,Phone Call,2023-01-12
ACT-0004693,Case,CASE-062209,Email,2023-01-12
ACT-0004694,Case,CASE-062209,Phone Call,2023-01-12
ACT-0004695,Case,CASE-062992,Email,2023-01-12
ACT-0004701,Case,CASE-065163,Email,2023-01-12
ACT-0004706,Case,CASE-000131,Phone Call,2023-01-12
ACT-0004707,Case,CASE-000131,Email,2023-01-12
ACT-0004710,Case,CASE-000148,Email,2023-01-12
ACT-0004714,Case,CASE-000153,Phone Call,2023-01-12
ACT-0004716,Case,CASE-000154,Phone Call,2023-01-12
ACT-0004717,Case,CASE-000154,Phone Call,2023-01-12
ACT-0004724,Case,CASE-000166,Phone Call,2023-01-12
ACT-0004729,Case,CASE-000170,Email,2023-01-12
ACT-0004730,Case,CASE-000172,Email,2023-01-12
ACT-0004731,Case,CASE-000176,Email,2023-01-12
ACT-0004732,Case,CASE-000179,Email,2023-01-12
ACT-0004733,Case,CASE-000182,Email,2023-01-12
ACT-0004734,Case,CASE-000182,Email,2023-01-12
ACT-0004735,Case,CASE-020391,Email,2023-01-12
ACT-0004736,Case,CASE-020391,Phone Call,2023-01-12
ACT-0004737,Case,CASE-020395,Email,2023-01-12
ACT-0004738,Case,CASE-020395,Phone Call,2023-01-12
ACT-0004739,Case,CASE-020398,Phone Call,2023-01-12
ACT-0004743,Case,CASE-020405,Phone Call,2023-01-12
ACT-0004751,Case,CASE-020419,Phone Call,2023-01-12
ACT-0004759,Case,CASE-020435,Email,2023-01-12
ACT-0004762,Case,CASE-020437,Phone Call,2023-01-12
ACT-0004763,Case,CASE-020438,Email,2023-01-12
ACT-0004764,Case,CASE-020439,Email,2023-01-12
ACT-0004768,Case,CASE-046514,Phone Call,2023-01-12
ACT-0004771,Case,CASE-046543,Email,2023-01-12
ACT-0004780,Case,CASE-058029,Phone Call,2023-01-12
ACT-0004781,Case,CASE-059398,Email,2023-01-12
ACT-0004784,Case,CASE-060082,Phone Call,2023-01-12
ACT-0004787,Case,CASE-062729,Email,2023-01-12
ACT-0004788,Case,CASE-062729,Phone Call,2023-01-12
ACT-0004789,Case,CASE-063671,Email,2023-01-12
ACT-0004791,Case,CASE-063772,Email,2023-01-12
ACT-0004792,Case,CASE-064641,Phone Call,2023-01-12
ACT-0004794,Case,CASE-065610,Phone Call,2023-01-12
ACT-0000013,Lead,LEAD-00006,Email,2023-01-13
ACT-0000332,Lead,LEAD-00133,Phone Call,2023-01-13
ACT-0000600,Lead,LEAD-00242,Meeting,2023-01-13
ACT-0000875,Lead,LEAD-00351,Email,2023-01-13
ACT-0004603,Case,CASE-000108,Phone Call,2023-01-13
ACT-0004605,Case,CASE-000111,Phone Call,2023-01-13
ACT-0004608,Case,CASE-000117,Email,2023-01-13
ACT-0004609,Case,CASE-000118,Phone Call,2023-01-13
